epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,101.834,0.53792,0.38308,0.89855,0.99228,0.99505,0.99375,0.89285,0.49993,0.52822,0.87725,0.00041006,0.00041006,0.00041006
35,104.675,0.55325,0.43309,0.90057,0.99491,0.99535,0.99377,0.90368,0.50029,0.46087,0.87551,0.000416091,0.000416091,0.000416091
36,107.087,0.54266,0.38982,0.91819,0.99298,0.99583,0.9939,0.89554,0.50126,0.42277,0.86886,0.000421762,0.000421762,0.000421762
37,111.128,0.56257,0.39281,0.90501,0.99298,0.99583,0.9939,0.89554,0.50126,0.42277,0.86886,0.000427074,0.000427074,0.000427074
38,112.835,0.54407,0.38443,0.92014,0.87969,0.9931,0.95282,0.85583,0.49468,0.43649,0.86217,0.000432025,0.000432025,0.000432025
39,117.514,0.50339,0.36792,0.88114,0.70572,0.98883,0.74379,0.66294,0.50924,1.31225,0.87108,0.000436616,0.000436616,0.000436616
40,119.546,0.47951,0.37041,0.88784,0.70572,0.98883,0.74379,0.66294,0.50924,1.31225,0.87108,0.000440848,0.000440848,0.000440848
41,121.895,0.5003,0.3539,0.88814,0.59328,0.99469,0.60955,0.5458,0.50035,4.19536,0.87085,0.000444719,0.000444719,0.000444719
42,123.555,0.52834,0.35606,0.90243,0.62764,0.99469,0.67082,0.60181,0.50312,3.95577,0.87747,0.000448231,0.000448231,0.000448231
43,125.724,0.51798,0.37022,0.90469,0.62764,0.99469,0.67082,0.60181,0.50312,3.95577,0.87747,0.000451382,0.000451382,0.000451382
44,127.692,0.52964,0.36434,0.91551,0.65871,0.99751,0.69744,0.62586,0.50393,1.5706,0.87502,0.000454174,0.000454174,0.000454174
45,129.541,0.57612,0.38993,0.91884,0.65871,0.99751,0.69744,0.62586,0.50393,1.5706,0.87502,0.000456605,0.000456605,0.000456605
46,132.753,0.51732,0.35426,0.87509,0.96211,0.99469,0.99352,0.88655,0.51197,0.3912,0.87365,0.000458677,0.000458677,0.000458677
47,134.856,0.46238,0.33402,0.87554,0.96211,0.99469,0.99352,0.88655,0.51197,0.3912,0.87365,0.000460389,0.000460389,0.000460389
48,137.802,0.48927,0.35346,0.86337,0.98944,0.99694,0.99478,0.90109,0.47989,0.34676,0.86506,0.00046174,0.00046174,0.00046174
49,139.493,0.49323,0.31575,0.8888,0.98944,0.99694,0.99478,0.90109,0.47989,0.34676,0.86506,0.000462732,0.000462732,0.000462732
50,144.224,0.47712,0.34894,0.89058,0.98315,0.99631,0.9947,0.89193,0.49957,0.38004,0.87879,0.000463364,0.000463364,0.000463364
51,146.404,0.46235,0.33602,0.88446,0.98315,0.99631,0.9947,0.89193,0.49957,0.38004,0.87879,0.000459045,0.000459045,0.000459045
52,148.488,0.53738,0.3771,0.91331,0.9858,0.99285,0.99433,0.89197,0.53228,0.37212,0.90248,0.000450046,0.000450046,0.000450046
53,150.128,0.46293,0.31328,0.87967,0.9858,0.99285,0.99433,0.89197,0.53228,0.37212,0.90248,0.000441047,0.000441047,0.000441047
54,154.389,0.49329,0.31501,0.87902,0.98294,0.99345,0.99254,0.88916,0.50281,0.36598,0.88904,0.000432048,0.000432048,0.000432048
55,158.331,0.48388,0.3266,0.88905,0.98294,0.99345,0.99254,0.88916,0.50281,0.36598,0.88904,0.000423049,0.000423049,0.000423049
56,160.349,0.51407,0.33304,0.86909,0.98384,0.99751,0.99236,0.89704,0.47901,0.34331,0.871,0.000414049,0.000414049,0.000414049
57,162.203,0.46106,0.3334,0.87863,0.98384,0.99751,0.99236,0.89704,0.47901,0.34331,0.871,0.00040505,0.00040505,0.00040505
58,164.505,0.50847,0.33703,0.88021,0.9885,0.99686,0.99247,0.89189,0.49476,0.32143,0.87346,0.000396051,0.000396051,0.000396051
59,166.427,0.53601,0.3249,0.91815,0.9885,0.99686,0.99247,0.89189,0.49476,0.32143,0.87346,0.000387052,0.000387052,0.000387052
60,168.775,0.51555,0.3197,0.90624,0.99168,0.99634,0.99373,0.90548,0.46993,0.30009,0.86588,0.000378053,0.000378053,0.000378053
61,174.838,0.48876,0.31937,0.87528,0.99168,0.99634,0.99373,0.90548,0.46993,0.30009,0.86588,0.000369054,0.000369054,0.000369054
62,178.098,0.52217,0.33777,0.90631,0.99177,0.99751,0.99364,0.89221,0.50364,0.30737,0.87912,0.000360055,0.000360055,0.000360055
63,179.833,0.46165,0.30792,0.87049,0.99177,0.99751,0.99364,0.89221,0.50364,0.30737,0.87912,0.000351056,0.000351056,0.000351056
64,184.983,0.48085,0.31283,0.89103,0.99316,0.99751,0.99366,0.85932,0.63748,0.34151,0.9526,0.000342057,0.000342057,0.000342057
65,186.679,0.43543,0.29535,0.87834,0.99316,0.99751,0.99366,0.85932,0.63748,0.34151,0.9526,0.000333058,0.000333058,0.000333058
66,191.199,0.49635,0.31161,0.87427,0.99308,0.99751,0.99382,0.79179,0.92343,0.4084,1.1432,0.000324058,0.000324058,0.000324058
67,193.657,0.51567,0.31226,0.89117,0.99308,0.99751,0.99382,0.79179,0.92343,0.4084,1.1432,0.000315059,0.000315059,0.000315059
68,195.365,0.52261,0.32924,0.89878,0.99305,0.99751,0.99372,0.74168,1.13292,0.46066,1.32184,0.00030606,0.00030606,0.00030606
69,197.899,0.45683,0.29021,0.87874,0.99305,0.99751,0.99372,0.74168,1.13292,0.46066,1.32184,0.000297061,0.000297061,0.000297061
70,200.875,0.45252,0.29612,0.86157,0.99271,0.99751,0.99363,0.7581,1.03207,0.43009,1.23303,0.000288062,0.000288062,0.000288062
71,202.562,0.4852,0.2959,0.89656,0.99271,0.99751,0.99363,0.7581,1.03207,0.43009,1.23303,0.000279063,0.000279063,0.000279063
72,207.611,0.44239,0.28719,0.87072,0.99216,0.99751,0.99354,0.87918,0.57182,0.31654,0.92708,0.000270064,0.000270064,0.000270064
73,209.582,0.46226,0.29733,0.88708,0.99216,0.99751,0.99354,0.87918,0.57182,0.31654,0.92708,0.000261065,0.000261065,0.000261065
74,211.353,0.42272,0.27848,0.86812,0.99112,0.99751,0.99355,0.91125,0.47473,0.28367,0.86929,0.000252066,0.000252066,0.000252066
75,218.242,0.47527,0.28492,0.88096,0.99112,0.99751,0.99355,0.91125,0.47473,0.28367,0.86929,0.000243067,0.000243067,0.000243067
76,222.232,0.44498,0.28818,0.8885,0.99238,0.99751,0.99348,0.90443,0.48759,0.28228,0.87016,0.000234068,0.000234068,0.000234068
77,223.92,0.46206,0.28702,0.88612,0.99238,0.99751,0.99348,0.90443,0.48759,0.28228,0.87016,0.000225068,0.000225068,0.000225068
78,227.991,0.47134,0.28174,0.88864,0.99301,0.99751,0.99347,0.89439,0.54108,0.29489,0.89837,0.000216069,0.000216069,0.000216069
79,230.101,0.45024,0.28222,0.86939,0.99301,0.99751,0.99347,0.89439,0.54108,0.29489,0.89837,0.00020707,0.00020707,0.00020707
80,232.16,0.47541,0.2861,0.88244,0.99097,0.99751,0.99346,0.87348,0.58805,0.30605,0.93008,0.000198071,0.000198071,0.000198071
81,238.198,0.43321,0.29326,0.88256,0.99097,0.99751,0.99346,0.87348,0.58805,0.30605,0.93008,0.000189072,0.000189072,0.000189072
82,240.017,0.45617,0.29268,0.8884,0.99141,0.99751,0.99353,0.86837,0.60093,0.29941,0.93975,0.000180073,0.000180073,0.000180073
83,242.063,0.4562,0.28424,0.86747,0.99141,0.99751,0.99353,0.86837,0.60093,0.29941,0.93975,0.000171074,0.000171074,0.000171074
84,244.18,0.46192,0.27896,0.86933,0.99271,0.99751,0.9936,0.86848,0.60658,0.29528,0.94151,0.000162075,0.000162075,0.000162075
85,248.859,0.43725,0.26165,0.881,0.99271,0.99751,0.9936,0.86848,0.60658,0.29528,0.94151,0.000153076,0.000153076,0.000153076
86,251.974,0.50274,0.29612,0.8903,0.99287,0.99674,0.99356,0.86601,0.61708,0.29382,0.9452,0.000144077,0.000144077,0.000144077
87,254.089,0.42483,0.27326,0.85686,0.99287,0.99674,0.99356,0.86601,0.61708,0.29382,0.9452,0.000135077,0.000135077,0.000135077
88,258.784,0.42709,0.26828,0.8592,0.99366,0.99568,0.99352,0.87142,0.58823,0.28737,0.93055,0.000126078,0.000126078,0.000126078
89,260.47,0.42758,0.25884,0.86713,0.99366,0.99568,0.99352,0.87142,0.58823,0.28737,0.93055,0.000117079,0.000117079,0.000117079
90,262.161,0.44802,0.26717,0.88107,0.99349,0.99549,0.99346,0.89756,0.49614,0.26439,0.88619,0.00010808,0.00010808,0.00010808
91,270.452,0.46231,0.25578,0.88819,0.99349,0.99549,0.99346,0.89756,0.49614,0.26439,0.88619,9.9081e-05,9.9081e-05,9.9081e-05
92,272.588,0.45134,0.25091,0.87368,0.99361,0.9955,0.99348,0.91087,0.45159,0.25418,0.86054,9.00819e-05,9.00819e-05,9.00819e-05
93,279.153,0.42038,0.25461,0.84697,0.99361,0.9955,0.99348,0.91087,0.45159,0.25418,0.86054,8.10828e-05,8.10828e-05,8.10828e-05
94,281.076,0.47054,0.27397,0.86604,0.9933,0.99581,0.99348,0.91249,0.44621,0.25061,0.8571,7.20837e-05,7.20837e-05,7.20837e-05
95,284.625,0.43819,0.26168,0.8704,0.9933,0.99581,0.99348,0.91249,0.44621,0.25061,0.8571,6.30846e-05,6.30846e-05,6.30846e-05
96,288.23,0.42042,0.243,0.86485,0.99324,0.99609,0.99348,0.914,0.44541,0.24924,0.8571,5.40855e-05,5.40855e-05,5.40855e-05
97,293.556,0.43277,0.25962,0.89316,0.99324,0.99609,0.99348,0.914,0.44541,0.24924,0.8571,4.50864e-05,4.50864e-05,4.50864e-05
98,296.176,0.42379,0.26122,0.87404,0.99322,0.99588,0.99348,0.91039,0.44777,0.24696,0.85986,3.60873e-05,3.60873e-05,3.60873e-05
99,297.822,0.40469,0.23953,0.8337,0.99322,0.99588,0.99348,0.91039,0.44777,0.24696,0.85986,2.70882e-05,2.70882e-05,2.70882e-05
100,303.819,0.43359,0.24509,0.8791,0.9936,0.99564,0.99348,0.90481,0.45043,0.24506,0.86203,1.80891e-05,1.80891e-05,1.80891e-05
